,loss,accuracy,matthews coef,precision,recall,f1,aucroc
false,0.542328523260263,0.7885646217986897,0.47042253401379686,0.8427876823338736,0.8659450457951707,0.8542094455852156,0.837358338065559
real,0.542328523260263,0.7885646217986897,0.47042253401379686,0.6382022471910113,0.5941422594142259,0.6153846153846153,0.837358338065559
